iter	CrossEntropy
138	0.5600795979
139	0.5599905251
140	0.5594305066
141	0.5594304523
142	0.5591643507
143	0.5581538493
144	0.5580548897
145	0.5576077303
146	0.557607434
147	0.5575163806
148	0.5573656235
149	0.5564605137
150	0.5564335611
151	0.5558975749
152	0.555694713
153	0.5553490536
154	0.5553060438
155	0.555005549
156	0.5549841696
157	0.5546077501
158	0.5542422132
159	0.5538275952
160	0.5538164014
161	0.5538164014
162	0.55305919
163	0.5530479139
164	0.5530479138
165	0.5530452011
166	0.5528152137
167	0.5515320664
168	0.5515313027
169	0.551430203
170	0.5510583894
171	0.5509329253
172	0.5507793932
173	0.5505444804
174	0.549571171
175	0.5494956956
176	0.5494050224
177	0.549303299
178	0.5489207772
179	0.5487822399
180	0.547930553
181	0.5479225038
182	0.5475117782
183	0.5472987034
184	0.5472986992
185	0.5459860231
186	0.5454897324
187	0.5454896862
188	0.545406521
189	0.5449667912
190	0.5449221064
191	0.5449030156
192	0.5446658948
193	0.5436350162
194	0.5436122318
195	0.5426391913
196	0.5426391508
197	0.5424815143
198	0.5423784834
199	0.5423784374
200	0.5421103124
201	0.5420805478
202	0.5415312333
203	0.5410324209
204	0.5401464693
205	0.5401463869
206	0.5398936886
207	0.539086007
208	0.5389207834
209	0.5389206872
210	0.5386242653
211	0.5385079517
212	0.5381141526
213	0.5376138316
214	0.5374406658
215	0.5372002969
216	0.5371852908
217	0.5371851987
218	0.5371851098
219	0.536877801
220	0.536856082
221	0.5365550316
222	0.536447965
223	0.5364293938
224	0.5364293473
225	0.5359019665
226	0.534763231
227	0.5335304955
228	0.5335103177
229	0.5330568453
230	0.532576354
231	0.5316401772
232	0.5316230432
233	0.531622888
234	0.5316225824
235	0.5308909874
236	0.5308908568
237	0.5305883578
238	0.5305832483
239	0.5303991937
240	0.530399106
241	0.5301706274
242	0.5301208622
243	0.529846536
244	0.5297659381
245	0.5296260344
246	0.5296255008
247	0.5294821549
248	0.5292800553
249	0.528799883
250	0.5287039355
251	0.5286913309
252	0.5286764029
253	0.5286763463
254	0.5286413504
255	0.5286413168
256	0.5280604037
257	0.5280267163
258	0.5278615558
259	0.5278615205
260	0.5277347743
261	0.5276871477
262	0.5276297571
263	0.5276266114
264	0.527500815
265	0.5274538428
266	0.5272893954
267	0.5272412263
268	0.5271744269
269	0.5268143172
270	0.5267848747
271	0.5266607426
272	0.5264560117
273	0.5264559783
274	0.5264447037
275	0.5262053941
276	0.5261938997
277	0.5261896962
278	0.5261896789
279	0.5258110704
280	0.5256470166
281	0.5256453252
282	0.5245499939
283	0.5245498798
284	0.5241472972
285	0.5235992712
286	0.5235992641
287	0.523503959
288	0.5234622844
289	0.5224803468
290	0.5217559019
291	0.5217558412
292	0.5213364461
293	0.5211627538
294	0.5197459201
295	0.5197354578
296	0.5196877132
297	0.5196773202
298	0.5196401577
299	0.5195631698
300	0.5195631039
301	0.5194370624
302	0.5191644834
303	0.5191003359
304	0.5190806881
305	0.5190790224
306	0.5190386266
307	0.5190363929
308	0.5190282321
309	0.5190278296
310	0.5181897011
311	0.5181703199
312	0.5181503268
313	0.5181503256
314	0.5181108159
315	0.5170547998
316	0.5170476707
317	0.5170136246
318	0.5170136208
319	0.5170095452
320	0.5163870551
321	0.5163715709
322	0.5163586527
323	0.5159842744
324	0.5158823491
325	0.5154328436
326	0.5154327972
327	0.5154327822
328	0.5154326285
329	0.515209744
330	0.5151954135
331	0.5151954069
332	0.5151945062
333	0.5151936534
334	0.515166584
335	0.5150482945
336	0.5141743484
337	0.5141330248
338	0.5138220427
339	0.513750094
340	0.5137434391
341	0.5135005982
342	0.5135005742
343	0.51342479
344	0.5129836857
345	0.5129293682
346	0.5128869963
347	0.5127175285
348	0.5126773606
349	0.5126486866
350	0.5126432116
351	0.51253505
352	0.5123528494
353	0.5122837918
354	0.5110690936
355	0.5110338562
356	0.5101080453
357	0.5100564494
358	0.5099829002
359	0.5099681261
360	0.5099681247
361	0.50996612
362	0.5096493777
363	0.5096417542
364	0.5095946528
365	0.5094055675
366	0.5094009489
367	0.5089870292
368	0.5089870276
369	0.5079739253
370	0.5079626304
371	0.50791031
372	0.5078717214
373	0.5076880615
374	0.5076575226
375	0.5076233
376	0.5076141687
377	0.5076141668
378	0.5073467551
379	0.5072002578
380	0.5072002448
381	0.5071934898
382	0.506781714
383	0.5066805217
384	0.5066801569
385	0.5065577546
386	0.5065557768
387	0.5062299801
388	0.5061572152
389	0.505940355
390	0.5058948512
391	0.5051168552
392	0.5050786535
393	0.5050786367
394	0.505058189
395	0.5050515018
396	0.5050275961
397	0.5047160417
398	0.5046332082
399	0.5046332052
400	0.5046203229
401	0.504610193
402	0.503829094
403	0.5037495487
404	0.5037462926
405	0.5037281686
406	0.503657842
407	0.5036578293
408	0.5036144882
409	0.5035076268
410	0.5034010595
411	0.503375466
412	0.5033717983
413	0.5032032761
414	0.5028500956
415	0.5028255061
416	0.5028254946
417	0.5028060745
418	0.5025205192
419	0.5025028939
420	0.5024896507
421	0.5024258368
422	0.5023569094
423	0.5023316175
424	0.5023231957
425	0.5023231942
426	0.5021965481
427	0.502196545
428	0.5021058165
429	0.5017953765
430	0.501616667
431	0.5016104623
432	0.5012629811
433	0.5007427375
434	0.5007427345
435	0.5006629342
436	0.5002631437
437	0.5000512249
438	0.4993608886
439	0.4988069457
440	0.498400433
441	0.4983990734
442	0.4983990682
443	0.4983752707
444	0.4983059385
445	0.4979329254
446	0.49791019
447	0.4978868237
448	0.497885979
449	0.4978176067
450	0.4977915382
451	0.4977899082
452	0.4977891984
453	0.4976015676
454	0.4976015511
455	0.4975635188
456	0.4960495202
457	0.49541665
458	0.4953781211
459	0.4949797838
460	0.4949612516
461	0.4947190843
462	0.4947041808
463	0.4945939888
464	0.4945841762
465	0.4932442014
466	0.4932272887
467	0.4931379026
468	0.4931371777
469	0.4929347932
470	0.4927917406
471	0.4927914087
472	0.4927846119
473	0.4927846008
474	0.492388437
475	0.492152311
476	0.4906328282
477	0.4906095952
478	0.4905989948
479	0.4905757565
480	0.4905536651
481	0.4904768859
482	0.490476861
483	0.4904291254
484	0.4904166606
485	0.4903007334
486	0.4902833869
487	0.4895674472
488	0.489530843
489	0.489510727
490	0.4894267407
491	0.4892877757
492	0.4892518971
493	0.4891072774
494	0.4890922708
495	0.4890922641
496	0.4886097849
497	0.4885797866
498	0.4885345367
499	0.4884918809
500	0.4882207212
501	0.4882151824
502	0.488214414
503	0.4881457375
504	0.4881407219
505	0.4881065629
506	0.4879376749
507	0.4877218193
508	0.4877218159
509	0.4875109541
510	0.4873679622
511	0.4872926027
512	0.4872925984
513	0.4872859525
514	0.4872031093
515	0.4871602272
516	0.487092195
517	0.4870921946
518	0.4863000958
519	0.4862994477
520	0.4862736235
521	0.48589218
522	0.4857812913
523	0.4856043823
524	0.4856003135
525	0.4848661895
526	0.4848452375
527	0.4847166955
528	0.4846374967
529	0.484629114
530	0.484629113
531	0.4846291126
532	0.4845567651
533	0.4845107483
534	0.4844668071
535	0.484442457
536	0.4842671044
537	0.4842387871
538	0.4842212001
539	0.4842206199
540	0.4841735505
541	0.4841610741
542	0.4841549667
543	0.4840292876
544	0.4838460289
545	0.4836273532
546	0.4827476933
547	0.4827438268
548	0.4826898705
549	0.4826486275
550	0.4824356474
551	0.4824356434
552	0.4824236156
553	0.4823533214
554	0.4821767097
555	0.4821382257
556	0.4821288362
557	0.4816698566
558	0.481634623
559	0.4815195535
560	0.4814314772
561	0.480785232
562	0.4807852315
563	0.4807804843
564	0.4804805075
565	0.4804799955
566	0.4798379149
567	0.4797992123
568	0.4797844121
569	0.4797182554
570	0.4797182506
571	0.4795913182
572	0.4795802497
573	0.4789402071
574	0.478683042
575	0.4784903772
576	0.4779575213
577	0.4779547375
578	0.4779547276
579	0.4779051793
580	0.4777929973
581	0.4777799875
582	0.4776605999
583	0.477330518
584	0.4765687928
585	0.4759409421
586	0.4758897942
587	0.4758629798
588	0.4758629676
589	0.4748528908
590	0.4748528137
591	0.4741175468
592	0.4734122041
593	0.4731536068
594	0.473075022
595	0.4726960032
596	0.4726821689
597	0.4726726453
598	0.4726519443
599	0.4726353561
600	0.4722399968
601	0.4721364108
602	0.472012279
603	0.4717226839
604	0.4717149858
605	0.4716957892
606	0.4715733432
607	0.4715404431
608	0.4714048466
609	0.471293537
610	0.4712440747
611	0.4712316617
612	0.4712312742
613	0.4709107374
614	0.4708356464
615	0.4708356392
616	0.4708229352
617	0.4705701783
618	0.4695025349
619	0.4694945049
620	0.4694242998
621	0.4693274595
622	0.4692954918
623	0.4692035227
624	0.4688361452
625	0.468821651
626	0.4687054834
627	0.4686793625
628	0.4686791848
629	0.4685013218
630	0.4683917856
631	0.468227524
632	0.468227524
633	0.467650421
634	0.4675992687
635	0.4675906046
636	0.4674608531
637	0.4674608517
638	0.4674608506
639	0.4671354789
640	0.4671354693
641	0.4671353779
642	0.4671212128
643	0.4670825538
644	0.4668924393
645	0.4663911233
646	0.4663591271
647	0.4657294155
648	0.4657216306
649	0.4652038583
650	0.4646310202
651	0.464617637
652	0.4646154556
653	0.4646022403
654	0.464602231
655	0.4646022235
656	0.4645895543
657	0.4645796283
658	0.4645645082
659	0.4643956999
660	0.4638763749
661	0.4635584737
662	0.4635030628
663	0.4634618883
664	0.4633778237
665	0.4633777528
666	0.4631254035
667	0.4630924967
668	0.4626059994
669	0.4625845622
670	0.4625011261
671	0.4623022221
672	0.46230222
673	0.4621253596
674	0.462120763
675	0.4615610021
676	0.4612970528
677	0.461297044
678	0.4608003174
679	0.4607435342
680	0.4607362533
681	0.4606914024
682	0.4606914022
683	0.4606881324
684	0.4606881309
685	0.460687888
686	0.4606701095
687	0.460580242
688	0.4605800284
689	0.4605144922
690	0.4601263235
691	0.4600005871
692	0.4598233758
693	0.4596668616
694	0.4588253108
695	0.4588159993
696	0.458674631
697	0.4585118919
698	0.4584026161
699	0.458346407
700	0.4582402543
701	0.4582402513
702	0.4582402497
703	0.4582378904
704	0.4581067527
705	0.4576934002
706	0.4573828894
707	0.4573824994
708	0.4568535629
709	0.4568369779
710	0.4564410178
711	0.4562873662
712	0.4562542268
713	0.4562343096
714	0.4561910583
715	0.4559343661
716	0.4559343362
717	0.4559250669
718	0.4559172679
719	0.455917267
720	0.4559031974
721	0.4558854116
722	0.4558690604
723	0.4558073915
724	0.4558008802
725	0.4557272192
726	0.4557157064
727	0.4557157036
728	0.4556076427
729	0.4555610662
730	0.4555610652
731	0.4554117789
732	0.4546655339
733	0.4546655335
734	0.4546198178
735	0.4544611049
736	0.454423934
737	0.4543215303
738	0.4542055397
739	0.453778403
740	0.4535649755
741	0.4534674924
742	0.4531640113
743	0.4530885121
744	0.453088509
745	0.4530065889
746	0.4529084029
747	0.452619448
748	0.4525611929
749	0.4525611921
750	0.4525488416
751	0.4525488386
752	0.4524518963
753	0.4518924427
754	0.4518924424
755	0.4518915107
756	0.451563734
757	0.451560653
758	0.4515598757
759	0.4515598529
760	0.4515578122
761	0.4515444514
762	0.4513644368
763	0.4512742047
764	0.4512414186
765	0.4511003831
766	0.4496793489
767	0.4496793464
768	0.4496793464
769	0.449193606
770	0.4489201532
771	0.4489102415
772	0.4488887263
773	0.4488403141
774	0.4488400599
775	0.4488321408
776	0.4488320152
777	0.4486858887
778	0.4486858848
779	0.4479946298
780	0.4479295479
781	0.4479245585
782	0.4478721681
783	0.4478567585
784	0.4478567559
785	0.4471729476
786	0.4471729456
787	0.4470444676
788	0.4470217848
789	0.4470217832
790	0.4469008014
791	0.4468906466
792	0.4468362533
793	0.4466354755
794	0.446508975
795	0.4465089747
796	0.4462309727
797	0.4461972327
798	0.4461863135
799	0.4461686002
800	0.4461585574
801	0.4450338318
802	0.4449864624
803	0.4449629715
804	0.4449329203
805	0.4449121874
806	0.4441496853
807	0.4441459035
808	0.4441414034
809	0.4440772712
810	0.4440772669
811	0.4440772647
812	0.4438620453
813	0.4438606031
814	0.4438556013
815	0.4435035735
816	0.4432713459
817	0.443137184
818	0.4427460953
819	0.4426650042
820	0.4424906407
821	0.442200321
822	0.4421760052
823	0.4421760026
824	0.4421571989
825	0.4420946388
826	0.4420946387
827	0.442094637
828	0.4420946353
829	0.4420318637
830	0.4420318621
831	0.4419926626
832	0.4419872323
833	0.4419872323
834	0.4419872322
835	0.4419280398
836	0.4419244426
837	0.4419126464
838	0.4418893557
839	0.4418757301
840	0.4418752016
841	0.4418752015
842	0.4418483957
843	0.4418312446
844	0.4418303826
845	0.4416014705
846	0.4416014705
847	0.4413606183
848	0.4409081245
849	0.4406349608
850	0.4406307008
851	0.4406307007
852	0.4406222847
853	0.4406183944
854	0.4406183591
855	0.4406021626
856	0.4404034752
857	0.4398809432
858	0.4398804717
859	0.4397535868
860	0.4397438116
861	0.4396934603
862	0.4391351652
863	0.4391248438
864	0.4391248437
865	0.4390927758
866	0.4390927757
867	0.4387290321
868	0.4387251951
869	0.4384423657
870	0.438435013
871	0.4384350128
872	0.4382263764
873	0.4382072634
874	0.4381476785
875	0.4381476785
876	0.4380536228
877	0.4380410604
878	0.4377982365
879	0.4377781571
880	0.4376930042
881	0.4376902573
882	0.4376875033
883	0.4375190894
884	0.4373643895
885	0.4371844306
886	0.4371807367
887	0.4371727942
888	0.4371655194
889	0.4371450249
890	0.4366224315
891	0.436553972
892	0.4359158226
893	0.4359081913
894	0.435907823
895	0.4357638352
896	0.4357615105
897	0.4357281758
898	0.4357246396
899	0.4356065084
900	0.4354778496
901	0.435477655
902	0.4354569523
903	0.4354378989
904	0.4354348001
905	0.435180122
906	0.4351775414
907	0.4351761363
908	0.4351692328
909	0.4351424354
910	0.4351319981
911	0.4351165422
912	0.4350011316
913	0.4346773657
914	0.4346763511
915	0.4345388151
916	0.4345043022
917	0.4345042285
918	0.4345042282
919	0.434500664
920	0.4341209115
921	0.4341180319
922	0.4338286029
923	0.433758339
924	0.433758339
925	0.4334141976
926	0.4331317602
927	0.4330935608
928	0.4330786713
929	0.432844169
930	0.4328317228
931	0.4326892527
932	0.4326738098
933	0.4326737999
934	0.4324236006
935	0.4314816933
936	0.4314698422
937	0.4309277248
938	0.4309277243
939	0.4309277208
940	0.4303588552
941	0.430342498
942	0.4303424972
943	0.429857995
944	0.4298505476
945	0.4295715175
946	0.4295715159
947	0.4293781845
948	0.4293781832
949	0.4292776451
950	0.4292592589
951	0.4292592586
952	0.4285117263
953	0.4285029605
954	0.4285029579
955	0.4282939133
956	0.4282848461
957	0.4281124033
958	0.4277774226
959	0.4277578117
960	0.4275656498
961	0.4275309361
962	0.427525625
963	0.4275175997
964	0.4272267301
965	0.4272227197
966	0.4272226756
967	0.4272214648
968	0.427068879
969	0.4270661942
970	0.4267030441
971	0.4266597371
972	0.4266163995
973	0.4266133326
974	0.4257870866
975	0.4257764843
976	0.425044458
977	0.4250411647
978	0.4250270047
979	0.4250120651
980	0.4245890885
981	0.4245842415
982	0.4244760604
983	0.4244678114
984	0.4244678109
985	0.4243921492
986	0.4241101722
987	0.4241029159
988	0.4237301206
989	0.4237301199
990	0.4237225077
991	0.4237178923
992	0.4236826595
993	0.4236185522
994	0.4233203825
995	0.4233203821
996	0.4233158544
997	0.4232815541
998	0.4232197308
999	0.423215267
