iter	Passed	Remaining
582	5179	3704
583	5183	3692
584	5258	3730
585	5261	3717
586	5265	3704
587	5270	3692
588	5273	3679
589	5288	3674
590	5291	3661
591	5306	3657
592	5349	3671
593	5398	3689
594	5402	3677
595	5450	3694
596	5453	3681
597	5457	3668
598	5461	3656
599	5464	3643
600	5470	3631
601	5474	3619
602	5480	3607
603	5485	3596
604	5488	3583
605	5492	3571
606	5499	3560
607	5504	3548
608	5514	3540
609	5518	3528
610	5522	3516
611	5526	3503
612	5529	3491
613	5578	3507
614	5582	3494
615	5585	3481
616	5588	3469
617	5596	3459
618	5641	3472
619	5646	3460
620	5649	3447
621	5663	3441
622	5666	3429
623	5670	3416
624	5684	3410
625	5687	3397
626	5690	3385
627	5693	3372
628	5697	3360
629	5702	3349
630	5706	3337
631	5715	3327
632	5717	3315
633	5723	3304
634	5727	3292
635	5731	3280
636	5734	3267
637	5737	3255
638	5740	3242
639	5746	3232
640	5749	3220
641	5753	3208
642	5756	3196
643	5761	3184
644	5766	3173
645	5792	3174
646	5796	3162
647	5811	3157
648	5814	3144
649	5818	3133
650	5869	3146
651	5872	3134
652	5875	3122
653	5879	3110
654	5882	3098
655	5885	3086
656	5888	3074
657	5892	3062
658	5895	3050
659	5899	3038
660	5949	3051
661	5955	3040
662	5960	3029
663	5964	3018
664	5967	3006
665	5970	2994
666	6020	3005
667	6023	2993
668	6037	2987
669	6041	2975
670	6044	2963
671	6051	2953
672	6053	2941
673	6104	2952
674	6107	2940
675	6113	2929
676	6121	2920
677	6124	2908
678	6129	2897
679	6132	2886
680	6136	2874
681	6140	2863
682	6143	2851
683	6146	2839
684	6149	2827
685	6152	2816
686	6156	2804
687	6160	2793
688	6163	2782
689	6167	2770
690	6174	2761
691	6177	2749
692	6181	2738
693	6189	2729
694	6199	2720
695	6203	2709
696	6212	2700
697	6216	2689
698	6223	2679
699	6226	2668
700	6236	2659
701	6238	2648
702	6241	2637
703	6245	2625
704	6249	2615
705	6275	2613
706	6279	2602
707	6282	2591
708	6287	2580
709	6291	2569
710	6337	2576
711	6341	2565
712	6347	2555
713	6351	2544
714	6354	2533
715	6360	2522
716	6363	2511
717	6366	2500
718	6369	2489
719	6372	2478
720	6376	2467
721	6380	2456
722	6383	2445
723	6388	2435
724	6393	2424
725	6397	2414
726	6401	2404
727	6404	2393
728	6408	2382
729	6434	2379
730	6436	2368
731	6440	2357
732	6485	2362
733	6489	2351
734	6496	2342
735	6501	2332
736	6505	2321
737	6509	2310
738	6513	2300
739	6524	2292
740	6541	2286
741	6549	2277
742	6597	2281
743	6601	2271
744	6604	2260
745	6609	2250
746	6616	2241
747	6663	2245
748	6666	2234
749	6669	2223
750	6673	2212
751	6676	2201
752	6698	2197
753	6747	2201
754	6750	2190
755	6753	2179
756	6786	2178
757	6789	2167
758	6792	2156
759	6795	2146
760	6799	2135
761	6802	2124
762	6807	2114
763	6812	2104
764	6816	2093
765	6821	2083
766	6887	2092
767	6889	2081
768	6892	2070
769	6909	2063
770	6913	2053
771	6916	2042
772	6919	2032
773	6928	2022
774	6931	2012
775	6934	2001
776	6937	1991
777	6946	1982
778	6949	1971
779	6984	1970
780	6988	1959
781	6991	1949
782	7005	1941
783	7008	1930
784	7011	1920
785	7047	1918
786	7049	1908
787	7053	1897
788	7058	1887
789	7060	1876
790	7064	1866
791	7068	1856
792	7075	1846
793	7101	1842
794	7104	1832
795	7107	1821
796	7157	1823
797	7161	1812
798	7165	1802
799	7168	1792
800	7172	1781
801	7220	1782
802	7224	1772
803	7228	1762
804	7232	1751
805	7236	1741
806	7243	1732
807	7246	1722
808	7250	1711
809	7253	1701
810	7256	1691
811	7259	1680
812	7264	1670
813	7267	1660
814	7271	1650
815	7322	1651
816	7327	1641
817	7333	1631
818	7344	1623
819	7348	1612
820	7366	1606
821	7371	1596
822	7385	1588
823	7387	1577
824	7390	1567
825	7394	1557
826	7397	1547
827	7400	1537
828	7402	1527
829	7406	1517
830	7409	1506
831	7414	1497
832	7417	1487
833	7420	1477
834	7423	1467
835	7428	1457
836	7431	1447
837	7435	1437
838	7439	1427
839	7443	1417
840	7446	1407
841	7449	1397
842	7453	1388
843	7457	1378
844	7461	1368
845	7504	1366
846	7507	1356
847	7513	1346
848	7531	1339
849	7536	1329
850	7539	1320
851	7542	1310
852	7545	1300
853	7548	1290
854	7551	1280
855	7566	1272
856	7571	1263
857	7621	1261
858	7624	1251
859	7628	1241
860	7632	1232
861	7636	1222
862	7661	1216
863	7670	1207
864	7672	1197
865	7696	1190
866	7699	1181
867	7724	1174
868	7727	1164
869	7731	1155
870	7735	1145
871	7738	1135
872	7746	1126
873	7750	1117
874	7753	1107
875	7756	1097
876	7761	1088
877	7764	1078
878	7780	1071
879	7786	1061
880	7792	1052
881	7795	1042
882	7798	1033
883	7807	1024
884	7810	1014
885	7816	1005
886	7819	996
887	7823	986
888	7826	977
889	7830	967
890	7913	968
891	7916	958
892	7922	949
893	7926	939
894	7929	930
895	7933	920
896	7937	911
897	7941	902
898	7944	892
899	7994	888
900	7997	878
901	8001	869
902	8007	860
903	8011	850
904	8014	841
905	8068	837
906	8072	827
907	8075	818
908	8079	808
909	8083	799
910	8086	790
911	8089	780
912	8093	771
913	8097	761
914	8100	752
915	8106	743
916	8110	734
917	8113	724
918	8116	715
919	8119	706
920	8171	700
921	8174	691
922	8183	682
923	8187	673
924	8189	664
925	8205	655
926	8213	646
927	8216	637
928	8221	628
929	8225	619
930	8228	609
931	8232	600
932	8238	591
933	8241	582
934	8255	573
935	8305	567
936	8310	558
937	8318	549
938	8321	540
939	8324	531
940	8379	525
941	8384	516
942	8386	506
943	8395	498
944	8398	488
945	8403	479
946	8406	470
947	8411	461
948	8414	452
949	8427	443
950	8431	434
951	8433	425
952	8452	416
953	8455	407
954	8458	398
955	8463	389
956	8467	380
957	8476	371
958	8480	362
959	8484	353
960	8492	344
961	8495	335
962	8499	326
963	8503	317
964	8509	308
965	8513	299
966	8516	290
967	8519	281
968	8525	272
969	8529	263
970	8533	254
971	8537	245
972	8541	237
973	8545	228
974	8628	221
975	8632	212
976	8679	204
977	8682	195
978	8686	186
979	8690	177
980	8744	169
981	8747	160
982	8800	152
983	8803	143
984	8807	134
985	8810	125
986	8835	116
987	8838	107
988	8889	98
989	8892	89
990	8895	80
991	8899	71
992	8904	62
993	8907	53
994	8913	44
995	8916	35
996	8919	26
997	8923	17
998	8927	8
999	8930	0
