iter	Logloss
515	0.5138980866
516	0.5137781502
517	0.5135960893
518	0.5134651564
519	0.5134185616
520	0.5133003829
521	0.5130905819
522	0.5129063931
523	0.5127320681
524	0.5125994171
525	0.5123480683
526	0.5123352614
527	0.5121448664
528	0.5120755361
529	0.5119869359
530	0.511934785
531	0.5117338217
532	0.5116963333
533	0.5115813307
534	0.5114599746
535	0.5113746144
536	0.511327871
537	0.5112306346
538	0.5112051069
539	0.5109670625
540	0.5109506672
541	0.5107325781
542	0.5106613846
543	0.5103290168
544	0.5102336751
545	0.5101803839
546	0.5100870635
547	0.5099655688
548	0.5097012411
549	0.509663817
550	0.5094250035
551	0.5093445886
552	0.5092430721
553	0.5091003709
554	0.5090381895
555	0.5089462684
556	0.5088618222
557	0.5086763995
558	0.5085172634
559	0.5083939308
560	0.5083307582
561	0.5082913666
562	0.5082070383
563	0.5081113751
564	0.508059212
565	0.5079898596
566	0.5078845754
567	0.5077160638
568	0.5073749462
569	0.507169969
570	0.507080648
571	0.5070148263
572	0.5069220121
573	0.5066711136
574	0.506507795
575	0.5064435454
576	0.5062745558
577	0.5062438168
578	0.5059802155
579	0.5059677228
580	0.5058576078
581	0.5058165534
582	0.5057261579
583	0.5055291723
584	0.5053682367
585	0.505331607
586	0.5052993769
587	0.5052376549
588	0.5052213094
589	0.5051033007
590	0.50498318
591	0.504682609
592	0.5046191524
593	0.5044694274
594	0.5044527107
595	0.5043335987
596	0.5041801171
597	0.5040376761
598	0.5040274464
599	0.5039706014
600	0.5039135095
601	0.5037326183
602	0.5035979138
603	0.5034712069
604	0.5033738212
605	0.503315873
606	0.5031368328
607	0.5029400546
608	0.5029061846
609	0.5028058947
610	0.5026189782
611	0.5024773534
612	0.5024034213
613	0.5023448757
614	0.5022638304
615	0.5021718182
616	0.5020901494
617	0.5020677441
618	0.5018964545
619	0.5018298936
620	0.5016671575
621	0.5016426674
622	0.5015507011
623	0.5015218018
624	0.5014150666
625	0.501297391
626	0.5012503942
627	0.5010528613
628	0.5010110596
629	0.5007853989
630	0.5006329367
631	0.5005218688
632	0.5004497323
633	0.5004400384
634	0.5001860919
635	0.500157922
636	0.5000206288
637	0.5000173746
638	0.4999811266
639	0.4998357547
640	0.4998279005
641	0.4997076216
642	0.4996603145
643	0.4994705593
644	0.4993517531
645	0.4992888434
646	0.4991701707
647	0.4991211648
648	0.4990589507
649	0.4989587298
650	0.4989425421
651	0.4989321547
652	0.4988028704
653	0.4986087341
654	0.4984654236
655	0.4983223982
656	0.4982846215
657	0.4982470515
658	0.4982011185
659	0.4981302199
660	0.4979703371
661	0.4978952504
662	0.4977800422
663	0.4977057017
664	0.4976458565
665	0.4975676491
666	0.4973412507
667	0.4971429745
668	0.4970585433
669	0.4969449284
670	0.4969059393
671	0.496853382
672	0.4968389309
673	0.496765075
674	0.4966679957
675	0.496477914
676	0.4964504214
677	0.4963936589
678	0.4962821984
679	0.4961055013
680	0.4957842828
681	0.4957007906
682	0.4955467979
683	0.4954721201
684	0.4952610972
685	0.4951943414
686	0.4950621796
687	0.4949971796
688	0.4948767655
689	0.4948253472
690	0.494772506
691	0.4946811896
692	0.4944921213
693	0.4944237119
694	0.4942835178
695	0.4942379417
696	0.49418965
697	0.4940300306
698	0.493901034
699	0.4938226468
700	0.4935832653
701	0.4934868988
702	0.4934024171
703	0.4932591992
704	0.4930853508
705	0.4928586632
706	0.49279598
707	0.4927026165
708	0.4926273288
709	0.4924950384
710	0.4923618876
711	0.4923023397
712	0.4921821048
713	0.4920580507
714	0.4919474424
715	0.491924666
716	0.4918843104
717	0.491711219
718	0.491502283
719	0.4914480098
720	0.4913254777
721	0.4912423044
722	0.4910568905
723	0.4909857644
724	0.4908862755
725	0.4907275423
726	0.4907025496
727	0.4906653743
728	0.4904855614
729	0.4903456198
730	0.4901997442
731	0.4899484305
732	0.4898740785
733	0.4898587386
734	0.4898167104
735	0.4896641592
736	0.4895130222
737	0.4892660993
738	0.4890445276
739	0.4889512975
740	0.4887757476
741	0.4887321432
742	0.4887148004
743	0.4885869541
744	0.4885475116
745	0.4884753499
746	0.4883794791
747	0.4881721698
748	0.4880670586
749	0.4879581308
750	0.4878470601
751	0.4877896506
752	0.4876900757
753	0.4875926232
754	0.4874914137
755	0.4870430077
756	0.4868914082
757	0.4867285362
758	0.4866000174
759	0.4865176262
760	0.4864312671
761	0.486217568
762	0.486143044
763	0.4860404741
764	0.4859704159
765	0.4857960952
766	0.4855981511
767	0.4855883937
768	0.4855461987
769	0.4854730482
770	0.4852285398
771	0.4851383578
772	0.4850619775
773	0.4849701039
774	0.4847805165
775	0.4847290433
776	0.48463959
777	0.4845932795
778	0.4845117682
779	0.4844292655
780	0.4841800526
781	0.4841308761
782	0.4840382262
783	0.4839270395
784	0.4837033753
785	0.4836705828
786	0.4835777714
787	0.4835449483
788	0.4834553277
789	0.4834263642
790	0.4833247026
791	0.4830849656
792	0.4830223221
793	0.4829397392
794	0.4827526095
795	0.482609402
796	0.4824616388
797	0.4823413593
798	0.482149208
799	0.4819929506
800	0.4817686152
801	0.4816642885
802	0.4814416326
803	0.4812061943
804	0.4811090956
805	0.4809577866
806	0.4808542025
807	0.4807744059
808	0.4806967628
809	0.4805564321
810	0.4805152971
811	0.4804053023
812	0.480237537
813	0.4800739276
814	0.4798037278
815	0.4797077625
816	0.4796811612
817	0.4796093702
818	0.4795926085
819	0.4794571944
820	0.4793437585
821	0.4792890258
822	0.4792486152
823	0.4791802332
824	0.4790649426
825	0.4789442983
826	0.4787669709
827	0.4786652383
828	0.4785119489
829	0.4784061038
830	0.478363146
831	0.478187187
832	0.4780887762
833	0.4780057875
834	0.4779764369
835	0.4778864006
836	0.477796349
837	0.4777924071
838	0.477792157
839	0.4775951152
840	0.4775429561
841	0.4775115478
842	0.4773059832
843	0.4771547347
844	0.4770044488
845	0.4767066918
846	0.4766065041
847	0.4764174056
848	0.4763969577
849	0.4762973489
850	0.4761758786
851	0.4760790688
852	0.47584905
853	0.4758268296
854	0.4754323829
855	0.4753117012
856	0.4752560434
857	0.4751758265
858	0.4751006819
859	0.4750369612
860	0.4749384113
861	0.4747072227
862	0.4746659262
863	0.474585359
864	0.474441583
865	0.4742878706
866	0.4742552065
867	0.4741154857
868	0.4738384832
869	0.4737462252
870	0.4736371637
871	0.4736210548
872	0.4735258958
873	0.473433736
874	0.4733868871
875	0.4733109957
876	0.4731015683
877	0.4729868491
878	0.4729727241
879	0.4729219271
880	0.4728336433
881	0.4726678324
882	0.4725848436
883	0.4725310252
884	0.4723966825
885	0.4723159354
886	0.4722153546
887	0.4721316795
888	0.4720606804
889	0.4719897122
890	0.4719059457
891	0.4718929972
892	0.4718190391
893	0.4717457967
894	0.4716531277
895	0.471629022
896	0.4715210297
897	0.4713329548
898	0.4713176896
899	0.4711411641
900	0.4710607806
901	0.4707704252
902	0.470712449
903	0.4706678786
904	0.4705259533
905	0.4704458437
906	0.4703632791
907	0.470284194
908	0.4702548813
909	0.4701839873
910	0.4701333687
911	0.4700563614
912	0.4699901106
913	0.4697815642
914	0.4696591742
915	0.4695635598
916	0.4694740738
917	0.4693005829
918	0.4692162054
919	0.4691583931
920	0.4691357376
921	0.4688885137
922	0.4688085499
923	0.468783398
924	0.468736014
925	0.4686290641
926	0.4685944245
927	0.4684763356
928	0.4683352467
929	0.4681941757
930	0.4679456741
931	0.4678175671
932	0.4676370683
933	0.4676245943
934	0.4675581961
935	0.4673074422
936	0.4671430428
937	0.4669955626
938	0.4668757945
939	0.4668225174
940	0.4666003884
941	0.4665200669
942	0.466394898
943	0.4662560867
944	0.4661619565
945	0.4659804646
946	0.4658473464
947	0.4657576842
948	0.465717766
949	0.4656633583
950	0.4654231032
951	0.4653478467
952	0.4652949017
953	0.4652180578
954	0.4649198004
955	0.4646995107
956	0.4644656817
957	0.464363269
958	0.4642152177
959	0.464122432
960	0.4640998806
961	0.4640031182
962	0.463811749
963	0.4637688524
964	0.4637134009
965	0.4634538937
966	0.4631746408
967	0.4630819231
968	0.4629248514
969	0.4628284723
970	0.4627541407
971	0.4625056252
972	0.4622411978
973	0.4621442001
974	0.4620117302
975	0.4619900169
976	0.4619258614
977	0.4617859277
978	0.4616810935
979	0.4616313035
980	0.4614422841
981	0.4613685251
982	0.4612699792
983	0.46114262
984	0.4610792427
985	0.4610083883
986	0.4609284936
987	0.4606774691
988	0.4606234218
989	0.4604809691
990	0.4603812643
991	0.4601949612
992	0.4601229994
993	0.4599970786
994	0.4599569136
995	0.4597387653
996	0.4597146627
997	0.4595697202
998	0.4593784414
999	0.4591226465
